system:index,2023-10-12,2023-10-17,2023-10-25,2023-10-29,2023-11-05,2023-11-10,2023-11-17,2023-11-18,2023-11-22,2023-11-29,2023-12-04,2023-12-11,2023-12-16,2023-12-23,2023-12-24,2023-12-28,2024-01-04,2024-01-05,2024-01-09,2024-01-16,2024-01-17,2024-01-21,2024-01-28,2024-01-29,2024-02-02,2024-02-09,2024-02-10,2024-02-14,2024-02-21,2024-02-22,2024-02-26,2024-03-04,2024-03-05,2024-03-09,2024-03-16,2024-03-17,2024-03-21,2024-03-28,2024-03-29,2024-04-02,2024-04-09,2024-04-21,2024-05-04,2024-05-08,2024-05-15,2024-05-16,2024-05-27,2024-06-01,2024-07-02,2024-07-03,2024-07-27,2024-08-12,2024-09-01,2024-09-05,2024-09-12,2024-09-13,2024-09-17,2024-09-24,2024-09-25,2024-10-31,id,.geo
1_gaza_damage_20231012T154103_0000000000000000026d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,"{""type"":""Polygon"",""coordinates"":[[[34.36553830177448,31.29878204263301],[34.36540822668523,31.289764352940654],[34.37590914337017,31.28965228039953],[34.37604013446424,31.298669938355776],[34.36553830177448,31.29878204263301]]]}"
1_gaza_damage_20231012T154103_0000000000000000026e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623,"{""type"":""Polygon"",""coordinates"":[[[34.36540822668523,31.289764352940654],[34.36527823608965,31.280742152881263],[34.37577806740796,31.28063008688312],[34.37590914337017,31.28965228039953],[34.36540822668523,31.289764352940654]]]}"
1_gaza_damage_20231012T154103_0000000000000000026f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624,"{""type"":""Polygon"",""coordinates"":[[[34.36527823608965,31.280742152881263],[34.3651483299881,31.27172443207632],[34.37564716060096,31.27161242321438],[34.37577806740796,31.28063008688312],[34.36527823608965,31.280742152881263]]]}"
1_gaza_damage_20231012T154103_00000000000000000270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625,"{""type"":""Polygon"",""coordinates"":[[[34.3651483299881,31.27172443207632],[34.36501842369621,31.26270215057845],[34.37551625360054,31.262590275915276],[34.37564716060096,31.27161242321438],[34.3651483299881,31.27172443207632]]]}"
1_gaza_damage_20231012T154103_00000000000000000271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,"{""type"":""Polygon"",""coordinates"":[[[34.36501842369621,31.26270215057845],[34.364888517214006,31.253679918962817],[34.3753854310815,31.25356799898833],[34.37551625360054,31.262590275915276],[34.36501842369621,31.26270215057845]]]}"
1_gaza_damage_20231012T154103_00000000000000000272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627,"{""type"":""Polygon"",""coordinates"":[[[34.364888517214006,31.253679918962817],[34.36475877991143,31.24466214403172],[34.37525469304424,31.24455028075275],[34.3753854310815,31.25356799898833],[34.364888517214006,31.253679918962817]]]}"
1_gaza_damage_20231012T154103_00000000000000000273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,"{""type"":""Polygon"",""coordinates"":[[[34.36475877991143,31.24466214403172],[34.36462904241903,31.235639886465446],[34.37512395481402,31.23552808010291],[34.37525469304424,31.24455028075275],[34.36475877991143,31.24466214403172]]]}"
1_gaza_damage_20231012T154103_00000000000000000274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,"{""type"":""Polygon"",""coordinates"":[[[34.36462904241903,31.235639886465446],[34.36449947410726,31.226622087679367],[34.37499330106609,31.226510363387476],[34.37512395481402,31.23552808010291],[34.36462904241903,31.235639886465446]]]}"
1_gaza_damage_20231012T154103_00000000000000000275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,"{""type"":""Polygon"",""coordinates"":[[[34.36449947410726,31.226622087679367],[34.36436982092081,31.217599832747243],[34.37486273180082,31.217488062534333],[34.37499330106609,31.226510363387476],[34.36449947410726,31.226622087679367]]]}"
1_gaza_damage_20231012T154103_00000000000000000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631,"{""type"":""Polygon"",""coordinates"":[[[34.3802652765881,31.58730895510595],[34.39080447632276,31.587194613700326],[34.39093857779855,31.59621634215413],[34.38039829332085,31.596330619822368],[34.3802652765881,31.58730895510595]]]}"
1_gaza_damage_20231012T154103_00000000000000000277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632,"{""type"":""Polygon"",""coordinates"":[[[34.3802652765881,31.58730895510595],[34.38013234432583,31.5782916568613],[34.390670543964134,31.578177455238478],[34.39080447632276,31.587194613700326],[34.3802652765881,31.58730895510595]]]}"
1_gaza_damage_20231012T154103_00000000000000000278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633,"{""type"":""Polygon"",""coordinates"":[[[34.38013234432583,31.5782916568613],[34.379999411864034,31.569269937956804],[34.39053661140279,31.569155723057563],[34.390670543964134,31.578177455238478],[34.38013234432583,31.5782916568613]]]}"
1_gaza_damage_20231012T154103_00000000000000000279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634,"{""type"":""Polygon"",""coordinates"":[[[34.379999411864034,31.569269937956804],[34.37986656387323,31.560252664266294],[34.39040284795966,31.5601384863688],[34.39053661140279,31.569155723057563],[34.379999411864034,31.569269937956804]]]}"
1_gaza_damage_20231012T154103_0000000000000000027a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635,"{""type"":""Polygon"",""coordinates"":[[[34.37986656387323,31.560252664266294],[34.37973380035382,31.551230944893486],[34.39026899965372,31.55111677923878],[34.39040284795966,31.5601384863688],[34.37986656387323,31.560252664266294]]]}"
1_gaza_damage_20231012T154103_0000000000000000027b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636,"{""type"":""Polygon"",""coordinates"":[[[34.37973380035382,31.551230944893486],[34.37960103663537,31.542209175391694],[34.39013523580604,31.54209507264455],[34.39026899965372,31.55111677923878],[34.37973380035382,31.551230944893486]]]}"
1_gaza_damage_20231012T154103_0000000000000000027c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637,"{""type"":""Polygon"",""coordinates"":[[[34.37960103663537,31.542209175391694],[34.37946844205975,31.533191828436145],[34.39000164107785,31.533077788073438],[34.39013523580604,31.54209507264455],[34.37960103663537,31.542209175391694]]]}"
1_gaza_damage_20231012T154103_0000000000000000027d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,"{""type"":""Polygon"",""coordinates"":[[[34.37946844205975,31.533191828436145],[34.379335847285624,31.524169986171877],[34.38986796148698,31.524056034241813],[34.39000164107785,31.533077788073438],[34.37946844205975,31.533191828436145]]]}"
1_gaza_damage_20231012T154103_0000000000000000027e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639,"{""type"":""Polygon"",""coordinates"":[[[34.379335847285624,31.524169986171877],[34.37920333698415,31.51515267106431],[34.38973445101638,31.51503870453753],[34.38986796148698,31.524056034241813],[34.379335847285624,31.524169986171877]]]}"
1_gaza_damage_20231012T154103_0000000000000000027f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,"{""type"":""Polygon"",""coordinates"":[[[34.37920333698415,31.51515267106431],[34.37907082648441,31.50613086144995],[34.389600940344344,31.506016957218915],[34.38973445101638,31.51503870453753],[34.37920333698415,31.51515267106431]]]}"
1_gaza_damage_20231012T154103_00000000000000000280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,"{""type"":""Polygon"",""coordinates"":[[[34.37907082648441,31.50613086144995],[34.37893840045784,31.497113504415626],[34.38946751413223,31.496999585276757],[34.389600940344344,31.506016957218915],[34.37907082648441,31.50613086144995]]]}"
1_gaza_damage_20231012T154103_00000000000000000281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642,"{""type"":""Polygon"",""coordinates"":[[[34.37893840045784,31.497113504415626],[34.37880605890483,31.488091627864257],[34.38933417238043,31.48797777071401],[34.38946751413223,31.496999585276757],[34.37893840045784,31.497113504415626]]]}"
1_gaza_damage_20231012T154103_00000000000000000282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643,"{""type"":""Polygon"",""coordinates"":[[[34.37880605890483,31.488091627864257],[34.37867380182576,31.47907428269973],[34.389200830427704,31.478960436122428],[34.38933417238043,31.48797777071401],[34.37880605890483,31.488091627864257]]]}"
1_gaza_damage_20231012T154103_00000000000000000283,0.0,0.0,7202.68448638916,7602.83341217041,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,7902.945373535156,8002.9827880859375,8002.9827880859375,8002.9827880859375,8603.206420898438,8603.206420898438,8603.206420898438,8603.206420898438,8603.206420898438,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,8903.318458557129,9103.393089294434,9103.393089294434,9103.393089294434,9103.393089294434,9103.393089294434,9103.393089294434,9303.467826843262,9303.467826843262,9303.467826843262,9303.467826843262,9303.467826843262,9303.467826843262,9303.467826843262,10403.876068115234,10403.876068115234,10403.876068115234,10403.876068115234,10403.876068115234,10403.876068115234,10403.876068115234,644,"{""type"":""Polygon"",""coordinates"":[[[34.37867380182576,31.47907428269973],[34.37854145987737,31.470052393717616],[34.38906757293581,31.469938583030505],[34.389200830427704,31.478960436122428],[34.37867380182576,31.47907428269973]]]}"
1_gaza_damage_20231012T154103_00000000000000000284,0.0,0.0,6302.350982666016,9103.394325256348,9103.394325256348,9103.394325256348,11404.248107910156,14105.25407409668,29807.951578895707,29807.951578895707,32909.10149649825,35108.348793209305,35708.57155627083,39708.49048384125,41209.04689558441,41209.04689558441,41709.23303755219,46611.053235611274,46611.053235611274,46611.053235611274,49609.02933538101,49609.02933538101,52410.0726093068,55111.075127006996,55111.075127006996,55711.29981267594,55711.29981267594,57211.85797155046,57211.85797155046,57211.85797155046,59612.75070226336,59812.82533300066,59812.82533300066,59812.82533300066,61313.389572502616,61413.426712395194,61413.426712395194,67715.77349126482,69215.93743298102,74317.83353588627,74317.83353588627,77018.8460404639,79319.69993755863,83619.73438179164,84920.21794044641,84920.21794044641,84920.21794044641,85820.5552893844,85820.5552893844,86320.74261390833,86720.89282905725,87425.8630208333,87425.8630208333,90827.13194173174,90827.13194173174,94133.0740725947,95733.67330049998,97434.31256746776,97434.31256746776,97434.31256746776,645,"{""type"":""Polygon"",""coordinates"":[[[34.37854145987737,31.470052393717616],[34.378409287075115,31.461030486205857],[34.38893439990512,31.46091673705312],[34.38906757293581,31.469938583030505],[34.37854145987737,31.470052393717616]]]}"
1_gaza_damage_20231012T154103_00000000000000000285,13000.507918204516,20403.26592143938,40805.75151860854,67615.74630010268,67615.74630010268,77017.67822816139,79518.60754182105,80418.94139649635,92222.18034536325,92222.18034536325,93822.78007680856,99323.26643296784,109031.59184935327,113333.2034139895,116534.391058948,116534.39106657739,117034.57889464135,120135.73962309594,123537.01007750268,128238.37073552748,136848.65189370548,136848.65189370548,142554.6993814506,142554.6993814506,155058.58494310567,157859.62512712667,157859.62512712667,162861.49013261983,165862.6189396877,171164.61278276631,171864.87475328633,177066.80763750264,177066.80763750264,178167.2174351711,180566.93048224357,183367.9785626879,185568.80296454337,187476.5751505534,187476.5751505534,189877.47320658367,192678.52734476727,192678.52734476727,192678.52734476727,194079.05475718182,200180.1413851869,201980.8140536439,203481.37281524058,203481.37282286998,204080.81092053582,204080.81092053582,204080.81092053582,205081.1828611486,206881.8604581945,209382.0029168222,211981.40261068905,213281.8896941241,218986.38007336785,219685.46265779383,220890.62231795368,226892.8755833345,646,"{""type"":""Polygon"",""coordinates"":[[[34.378409287075115,31.461030486205857],[34.378277198747675,31.452013036524853],[34.388801311336024,31.451899348390025],[34.38893439990512,31.46091673705312],[34.378409287075115,31.461030486205857]]]}"
1_gaza_damage_20231012T154103_00000000000000000286,1899.1353506050855,10802.473462482527,44611.962112606256,66033.707138989,84147.12947276999,93950.80178264549,110757.09330943992,116956.65515468827,133261.94796579398,144866.2630292705,162572.8764325908,204323.73280789237,237135.95885922294,248940.36299588069,251641.3674285589,253842.1910903631,264545.4158396403,276749.9713434855,284057.4106972489,289759.53952720494,299763.30543449253,308266.48156669474,316575.47325424507,319476.5579939301,330880.0355050482,331989.8622640275,338592.3343709611,340993.2314504289,350496.7922719621,360200.4282659196,361500.9163335466,367703.2396672868,367703.2396672868,368703.61658226483,373705.48766075604,373705.48766075604,379407.61934410565,381308.3316320085,382008.5951131486,383209.0443242693,388811.1406301164,389411.36318718427,393312.82047020434,393812.22117620753,399214.2433243398,399214.2433243398,399814.46620947163,400414.6887970571,403515.8419800405,403615.8790588979,405716.65858465474,405716.65858465474,407017.1414719228,407917.4795303945,412419.16254431056,414917.3431029378,420419.38769674883,421338.5556418926,426637.38247255835,426637.38247255835,647,"{""type"":""Polygon"",""coordinates"":[[[34.378277198747675,31.452013036524853],[34.37814511022326,31.442991095134257],[34.388668137904645,31.442877494027265],[34.388801311336024,31.451899348390025],[34.378277198747675,31.452013036524853]]]}"
1_gaza_damage_20231012T154103_00000000000000000287,0.0,15205.698547363281,17806.672760009766,57414.36782863841,80929.0612068625,87326.34273298676,105337.7965063058,118742.81955470669,134948.858159443,151753.95321029954,172361.62211746507,174961.8082391177,188478.6389271455,233000.01268337466,248005.6331820319,254408.0204424689,307224.2146679151,352741.215980171,403578.5764314841,449628.34587121115,467241.9931411444,485748.9339751898,500754.54746243346,511784.56755727134,546702.3732669307,551704.246725793,556406.0027377559,562108.1329944087,566109.6355731441,568910.6842410518,572011.842604394,574212.6686618282,574212.6686618282,575413.1209628535,575413.1209628535,578314.2052905512,579914.8033740473,580114.8776385736,581615.4386203241,582215.6644809198,584823.7000641467,584928.4448759789,584928.4448759789,587729.4986479515,587729.4986479515,587729.4986479515,587729.4986479515,589730.2507612938,589939.7404307346,589939.7404307346,591540.3376597385,592140.5603388767,595341.7605647068,596949.4232536465,597356.6331075032,597356.6331075032,600957.9833730061,600957.9833730061,602858.6962331135,605159.561612447,648,"{""type"":""Polygon"",""coordinates"":[[[34.37814511022326,31.442991095134257],[34.37801310617417,31.433973690397547],[34.388535218259626,31.433860047493074],[34.388668137904645,31.442877494027265],[34.37814511022326,31.442991095134257]]]}"
1_gaza_damage_20231012T154103_00000000000000000288,7302.737922668457,7302.737922668457,7302.737922668457,7802.138720224418,9812.307565995758,14313.998194047515,19215.836252519202,26018.387918778968,32220.713259049964,37222.194347067445,37222.194347067445,55028.86381880817,66933.31279341754,71239.63745449291,71639.78789089428,75541.23868892895,132161.18073990766,161270.89176519058,260607.6524247413,339040.47404554783,355446.6201331943,372262.3490833358,381365.76275673666,384180.93489059753,387282.0973204071,389081.5897787955,390382.0741385367,390582.148769274,390582.148769274,391582.5219687369,391582.5219687369,392382.8231543448,392382.8231543448,392382.8231543448,392382.8231543448,392382.8231543448,392382.8231543448,394283.13818096096,394283.13818096096,394283.13818096096,394283.13818096096,394383.17584728176,394383.17584728176,394383.17584728176,395983.7755787271,395983.7755787271,395983.7755787271,396283.88832591946,396283.88832591946,396283.88832591946,397184.2275364297,397184.2275364297,397184.2275364297,397184.2275364297,398684.7928440469,399485.09310649807,399485.09310649807,400085.3177006143,400085.3177006143,400085.3177006143,649,"{""type"":""Polygon"",""coordinates"":[[[34.37801310617417,31.433973690397547],[34.37788118660079,31.424951692248992],[34.38840221375259,31.424838136056323],[34.388535218259626,31.433860047493074],[34.37801310617417,31.433973690397547]]]}"
1_gaza_damage_20231012T154103_00000000000000000289,0.0,0.0,3501.3055114746094,16205.632562016506,40714.77098212149,49718.12756476309,52018.986863469145,58221.29093298819,76644.6433035757,79845.83696812649,84447.55255192776,88349.02046269436,99653.22598332424,109256.80322331448,110857.39880436916,110857.39880436916,125762.97446507473,148868.44248531564,252316.10597653865,356852.0275490257,424775.77570785803,427976.97227157874,439979.8851032629,451184.07372478384,457583.30847628706,457583.30847628706,458883.79201205366,460484.38551791303,462084.98567660444,462084.98567660444,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,463685.58498080366,465186.14722140424,465186.14722140424,470688.21012576215,470688.21012576215,472288.80985720747,472288.80985720747,473889.4129150688,473889.4129150688,474689.7142532646,474689.7142532646,474689.7142532646,474989.0408244411,474989.0408244411,474989.0408244411,474989.0408244411,474996.1023094624,476596.69581532176,476596.69581532176,476596.69581532176,478597.4477226704,650,"{""type"":""Polygon"",""coordinates"":[[[34.37788118660079,31.424951692248992],[34.3777493515035,31.4159342328637],[34.38826937837068,31.415820737075848],[34.38840221375259,31.424838136056323],[34.37788118660079,31.424951692248992]]]}"
1_gaza_damage_20231012T154103_0000000000000000028a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.4494552612305,1200.4494552612305,1200.4494552612305,1200.4494552612305,1200.4494552612305,1200.4494552612305,2200.8239822387695,2200.8239822387695,2200.8239822387695,2200.8239822387695,2200.8239822387695,2200.8239822387695,2200.8239822387695,2200.8239822387695,3801.4270401000977,3801.4270401000977,3801.4270401000977,3801.4270401000977,3801.4270401000977,3801.4270401000977,3801.4270401000977,4401.65291595459,4411.068229316263,7030.87848555621,7330.991461630429,9941.386427396883,11842.102095121492,14142.968107694734,14142.968107694734,14142.968107694734,651,"{""type"":""Polygon"",""coordinates"":[[[34.3777493515035,31.4159342328637],[34.377617431537296,31.406912309148208],[34.38813654278938,31.40679877148017],[34.38826937837068,31.415820737075848],[34.3777493515035,31.4159342328637]]]}"
