id,area_m2
895,443141.4188
896,141923.4634
897,92298.67598
898,134508.2525
899,5401.815056
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,94530.75055
930,512093.0276
931,749402.7511
932,783442.0596
933,768527.6947
934,765326.684
935,838262.436
936,704592.9371
937,248454.2342
938,80445.14853
939,75355.33759
940,2712.659281
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,24137.07224
970,155586.9797
971,372224.9486
972,622926.8679
973,806234.5719
974,735374.8357
975,723570.9696
976,863388.3297
977,866726.5291
978,725063.4935
979,449457.6763
980,128566.5077
981,100.0323334
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,22903.2234
1011,130509.1443
1012,298522.4105
1013,446789.3636
1014,557927.0082
1015,745304.5177
1016,772442.3429
1017,627206.2642
1018,623751.6571
1019,824945.1612
1020,625942.9687
1021,74404.92551
1022,21081.17312
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,8002.442909
1052,128346.416
1053,119570.2206
1054,376771.467
1055,548613.181
1056,541991.3788
1057,723613.6134
1058,756295.6323
1059,559185.1942
1060,120392.6438
1061,327874.5075
1062,157370.2953
1063,6906.839543
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,900.2717514
1094,53301.82584
1095,117075.5035
1096,179811.4489
1097,603587.451
1098,747426.2081
1099,916198.2046
1100,645417.5848
1101,404816.2898
1102,102799.466
1103,19595.29567
1104,2100.63385
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,4512.307235
1137,66647.80079
1138,169195.7766
1139,218264.9814
1140,421438.0374
1141,498600.6006
1142,424805.0959
1143,192999.0296
1144,52939.79837
1145,31410.37004
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,2000.574127
1180,178425.2336
1181,212550.9615
1182,449923.8196
1183,294261.7726
1184,343157.7846
1185,43200.50655
1186,30688.39446
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,2300.641502
1223,79624.0697
1224,480715.8547
1225,486138.8796
1226,151473.3389
1227,97538.9039
1228,5005.322538
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,1200.324699
1265,49113.34367
1266,172546.9575
1267,657846.5534
1268,250789.1805
1269,27014.41027
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,400.1064301
1308,20305.3736
1309,53245.92284
1310,19183.92679
1311,293.0194673
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1200.309105
1351,9502.452553
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
