2023-03-07,2024-09-07,2023-05-07,2023-01-07,2023-08-07,2024-04-07,2024-06-07,2024-02-07,2022-10-07,2024-10-07,2022-12-07,id,2023-11-07,2024-08-07,2023-06-07,2023-04-07,2023-02-07,2024-05-07,2023-07-07,2024-07-07,2023-09-07,2024-03-07,2024-01-07,2022-11-07,2023-12-07,2023-10-07,HubName,HubDist
8.684160727783178,2.522899941493692,10.223422910422912,8.942889994399845,9.903179968350193,3.101254948661326,1.510086694434205,2.721318413729128,8.205578430190503,1.558702136157493,8.601307692307694,"30",2.218106469553838,1.719141763848397,10.784534811698276,10.233137187328349,7.191163048474652,2.819775521319639,10.287272889679500,2.041228396120353,8.731094516034346,3.068405341278236,2.049220573087200,9.134456342268843,2.603232554159128,2.567612185224968,"57",11998.3729702436
33.350669985907956,19.882189029809343,27.526782955499588,36.001422808746774,32.083723806686351,19.849199147247013,8.882894285135231,28.958216534724727,34.391875850487850,21.665606633081445,36.899333753148618,"31",24.323165628176238,18.639969413458083,30.809340269591726,33.379655191715649,35.377372991456895,17.335189849799423,33.339045716436502,15.691435768261968,39.446109711726841,24.551911003032192,26.187106809845776,37.794241533725170,25.585890977200812,24.379026912369088,"57",11190.8207256253
50.011401791671595,26.481062787001065,41.163279848750129,56.925914225048864,43.531000216497077,29.697137996697570,20.254434737329326,39.365273699664435,55.682947909434539,32.162709731543629,55.184068372483232,"32",36.471365683504075,25.280108461169707,49.029963922041873,46.882650307606262,55.306214707624854,32.069966442953032,51.994740800740573,30.121604816423215,56.296565721962857,36.155196326962361,39.587051773729641,58.602175615212545,37.614603768714517,38.311564818085493,"57",10683.7035039995
27.882336779361086,14.545144262584376,23.726020445351519,29.006822254212381,21.123211745937326,18.914055202969710,18.370303783565053,19.844856105057286,26.721933404630462,21.213006426376094,27.270323626954344,"33",18.838696342700850,17.947317686504615,28.411223516489876,24.934265856384464,28.789259806364662,19.566554903604363,29.206439864728161,23.302539322518619,25.081130720264355,19.686547584338594,20.954360755198984,33.227062228076491,19.400858598233288,20.722810252790406,"57",9772.10517386199
2.374909737919328,1.606975524475525,3.937512415848142,2.201513942104213,4.310951587439328,1.219416112928877,1.335712348493491,0.727645592735169,3.529112016299733,1.642880746025530,2.516348519800077,"71",0.926058021073198,1.141554301459146,3.959710879236606,2.708425690560922,3.005152974133003,1.492345788849348,4.678590947190316,1.836696067972263,3.850003701945175,0.734588523131673,0.942214588522451,2.833886862238435,0.733898604560912,0.880099863087650,"57",12336.192025684
11.333654179003346,1.062095821992415,15.126342685849121,10.745664136478705,14.734285920464593,3.542447644714648,0.967106732984436,1.329219379836508,10.170279946849911,0.938335322805376,10.469292532155420,"72",1.525028561014165,0.814061909853682,18.557440252858797,16.226628471298721,11.673876358038831,3.456670947136202,15.464429782867434,0.873352401413966,16.998106305952657,2.022508128044214,1.314556932354774,11.691724068860683,1.769754195961622,2.189856526286329,"57",11457.9818973962
28.122826412518844,3.106269241533725,29.517036907239071,28.761353339708389,25.178492727715927,4.634624139737490,1.808132835345551,4.314880912887840,26.605993032031424,2.865861564389930,29.263464310169919,"73",4.756437977816076,2.510509019108516,28.800716477853197,31.540211271388426,31.317612400741300,3.571251982461050,31.688184371290426,2.368662024003556,32.812972444298417,4.621146894970956,4.351563112230619,25.502460117548274,5.250428660887536,5.053577268107296,"57",10601.4030719115
63.286986303941646,11.553567914328221,56.568631110137638,68.525661151780994,49.140993201700944,13.572563557504786,8.484996670430528,13.343328235576349,57.464391364351421,15.837412538483074,71.314685883586733,"74",15.292087228987665,12.042935108552239,60.832005848461179,62.575635769431422,70.358749059504746,11.103288553036666,62.429473928023405,12.122887341334520,60.407743614548728,13.457756239428564,14.530091905016342,66.562183039462639,13.718109719215189,15.518534402757524,"57",9781.61851935883
59.363577320096816,24.467909319899245,46.713812624263511,69.418492588557484,44.620227061383339,24.570344920030060,22.815168360404183,27.848248128515760,62.179696285358602,35.489420654911839,65.922128922562621,"75",29.224035361283153,23.232268801727248,55.606231051440830,58.123953533172681,66.732171080862898,27.367128463476075,54.880740612061743,30.183750679112961,56.610341145548141,27.774905389454727,28.486298574081953,72.545168725760661,27.792790027772405,31.363169384418232,"57",8990.10938376535
37.729683730315394,20.434523799010943,33.391933825493886,45.001971352163302,32.847659576387393,23.519861767172134,24.143048484147201,24.314976676008559,42.571625877497496,27.905976437117019,43.543385379757389,"76",24.526379833812722,21.916149328859063,39.585406197308835,37.016800886564809,41.018610106823857,24.119483100846608,39.304191738023611,26.073376431109367,40.122031234802073,22.700354554075929,28.775638273918489,47.504208413231083,26.140071760454315,28.647761391734370,"57",8452.14008228361
3.113710243124751,1.397232361373331,4.036751464394637,3.196658985654581,3.804738226844081,1.456097800437493,1.891790500863558,0.631840522172128,3.910595800852736,2.180296120754320,2.998744146330341,"112",0.929910742564280,1.393903566788344,4.253587270103982,4.048018938554063,3.496058668582376,1.326551126679661,3.156602243474791,1.696324336613726,6.136217471699816,0.933123861769526,0.853350738533299,3.592022976591518,0.632759050993947,0.979568166598259,"57",12833.7329747303
4.987848287121500,3.947854348780586,6.226943564996900,5.832571009741098,7.012000149129126,2.687148119708053,5.022510529060116,1.096489880613938,5.868356264771736,5.713334984420092,6.129826115302228,"113",1.398729991283289,3.232207015812468,8.352925783353278,5.816023638792644,5.998513881034728,4.558077542277040,8.127893001231733,4.876335557388392,7.198952321764360,1.528638384938887,1.104149561237710,6.511338116134972,1.101940544354318,1.789316228542858,"57",11908.0588162412
