system:index,2023-10-07,2023-10-14,2023-10-21,2023-10-28,2023-11-04,2023-11-11,2023-11-18,2023-11-25,2023-12-02,2023-12-09,2023-12-16,2023-12-23,2023-12-30,2024-01-06,2024-01-13,2024-01-20,2024-01-27,2024-02-03,2024-02-10,2024-02-17,2024-02-24,2024-03-02,2024-03-09,2024-03-16,2024-03-23,2024-03-30,2024-04-06,2024-04-13,2024-04-20,2024-04-27,2024-05-04,2024-05-11,2024-05-18,2024-05-25,2024-06-01,2024-06-08,2024-06-15,2024-06-22,2024-06-29,2024-07-06,2024-07-13,2024-07-20,2024-07-27,2024-08-03,2024-08-10,2024-08-17,2024-08-24,2024-08-31,2024-09-07,2024-09-14,2024-09-21,2024-09-28,2024-10-05,2024-10-12,2024-10-19,2024-10-26,2024-11-02,id,.geo
0_00000000000000000145,0.0,1500.6338119506836,0.0,100.0423812866211,900.3814697265625,12605.327423095703,4701.985778808594,0.0,4201.778495788574,5402.283996582031,4001.6926040649414,1607.7395835427678,1300.551887512207,1500.6328353881836,400.1701202392578,2701.1390533447266,5702.420722961426,300.1268768310547,700.2951202392578,600.2534942626953,200.08463287353516,0.0,0.0,0.0,0.0,500.2116241455078,0.0,0.0,0.0,0.0,1000.4265594482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.3399124145508,1000.4240188598633,700.2963638305664,0.0,0.0,0.0,0.0,0.0,0.0,326,"{""type"":""Polygon"",""coordinates"":[[[34.29224909688079,31.317583336563132],[34.29212594914042,31.308565339836566],[34.302634424583566,31.30845918680105],[34.30275857473796,31.317477128791666],[34.29224909688079,31.317583336563132]]]}"
0_00000000000000000146,0.0,1800.7580947875977,0.0,0.0,0.0,0.0,2708.2001319436467,0.0,4301.813316345215,1200.5075378417969,900.3843383789062,0.0,1100.469741821289,0.0,300.1281433105469,0.0,1810.1813221650966,0.0,1900.802017211914,0.0,1000.4224014282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4809.088079026166,400.1688919067383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,"{""type"":""Polygon"",""coordinates"":[[[34.29212594914042,31.308565339836566],[34.29200280123001,31.299542932962073],[34.302510274256214,31.299436758019127],[34.302634424583566,31.30845918680105],[34.29212594914042,31.308565339836566]]]}"
0_00000000000000000147,0.0,0.0,1000.4245986938477,0.0,0.0,2100.8887100219727,0.0,0.0,1000.4236679077148,800.3391265869141,4501.904899597168,3001.267776489258,3601.524398803711,0.0,0.0,4306.519616160673,3501.479911804199,4902.069389343262,102.39632846607881,0.0,4501.905227661133,1000.4216461181641,100.04261779785156,4701.987991333008,1000.4216384887695,9.415727682674632,0.0,0.0,0.0,0.0,1300.5516662597656,800.3373260498047,0.0,0.0,0.0,0.0,0.0,0.0,500.2112350463867,0.0,0.0,0.0,200.08494567871094,0.0,4306.524651561063,0.0,0.0,7303.095237731934,5102.170860290527,3306.106225047392,6702.842872619629,0.0,0.0,0.0,0.0,0.0,0.0,328,"{""type"":""Polygon"",""coordinates"":[[[34.29200280123001,31.299542932962073],[34.29187973790399,31.290525006893592],[34.30238620850033,31.290418886378262],[34.302510274256214,31.299436758019127],[34.29200280123001,31.299542932962073]]]}"
0_00000000000000000148,0.0,0.0,800.3404693603516,400.1705322265625,3701.576499938965,3701.569305419922,13505.75023651123,0.0,6002.5483322143555,2501.0632400512695,1100.464744567871,1600.6785888671875,0.0,0.0,2401.0179290771484,0.0,6705.197514073989,0.0,100.04268646240234,1500.6376266479492,200.08470916748047,1200.5093078613281,2000.8513107299805,6102.5855712890625,0.0,200.0845184326172,0.0,0.0,0.0,0.0,3806.325608287138,4501.906028747559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.015266418457,0.0,0.0,5202.200889587402,2601.0972061157227,3701.564872741699,2100.8932037353516,0.0,0.0,0.0,0.0,1400.5977401733398,0.0,329,"{""type"":""Polygon"",""coordinates"":[[[34.29187973790399,31.290525006893592],[34.2917567591627,31.28150249210986],[34.30226222731627,31.28139642624173],[34.30238620850033,31.290418886378262],[34.29187973790399,31.290525006893592]]]}"
0_00000000000000000149,0.0,0.0,0.0,700.2961883544922,2701.1415100097656,0.0,0.0,600.2537384033203,0.0,800.3381042480469,7002.965377807617,200.08438110351562,0.0,0.0,0.0,0.0,1200.5106811523438,0.0,1300.5481719970703,2100.8852462768555,500.2109375,7.061795762005974,0.0,0.0,1000.4214248657227,0.0,0.0,0.0,0.0,0.0,1400.5908737182617,18610.214611547133,0.0,0.0,1200.5075073242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.5478591918945,0.0,1800.759017944336,0.0,0.0,7103.020286560059,6002.537200927734,600.2549819946289,2701.1476669311523,0.0,0.0,0.0,0.0,500.2123718261719,0.0,330,"{""type"":""Polygon"",""coordinates"":[[[34.2917567591627,31.28150249210986],[34.291633865006496,31.27248446021173],[34.302138330704395,31.27237844847363],[34.30226222731627,31.28139642624173],[34.2917567591627,31.28150249210986]]]}"
0_0000000000000000014a,0.0,0.0,0.0,0.0,0.0,0.0,1098.900482447007,0.0,400.1703643798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.21073150634766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.6824951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.5532608032227,0.0,0.0,0.0,2901.2370681762695,1500.6387252807617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,"{""type"":""Polygon"",""coordinates"":[[[34.291633865006496,31.27248446021173],[34.2915108859262,31.263461968568556],[34.302014349175465,31.263356011187852],[34.302138330704395,31.27237844847363],[34.291633865006496,31.27248446021173]]]}"
0_0000000000000000014b,0.0,0.0,0.0,0.0,2501.063148498535,1600.6810989379883,6002.551582336426,0.0,0.0,1400.5945663452148,1400.5944900512695,0.0,0.0,100.04259490966797,0.0,0.0,0.0,0.0,0.0,1500.6350936889648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.554832458496,0.0,0.0,0.0,0.0,3401.4398193359375,0.0,332,"{""type"":""Polygon"",""coordinates"":[[[34.2915108859262,31.263461968568556],[34.29138807618611,31.254439476585354],[34.30189053696387,31.254333496515454],[34.302014349175465,31.263356011187852],[34.2915108859262,31.263461968568556]]]}"
0_0000000000000000014c,1100.4659729003906,16406.967163085938,0.0,3501.490562438965,4001.6953887939453,20108.521980285645,1300.5510864257812,4501.911468505859,0.0,3001.2757110595703,1200.5106582641602,0.0,200.08515167236328,0.0,0.0,0.0,400.1704406738281,0.0,2200.932731628418,1600.677604675293,0.0,300.1270751953125,0.0,600.2534942626953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,"{""type"":""Polygon"",""coordinates"":[[[34.29138807618611,31.254439476585354],[34.29126526627691,31.245421419353395],[34.30176680932527,31.245315544221057],[34.30189053696387,31.254333496515454],[34.29138807618611,31.254439476585354]]]}"
0_0000000000000000014d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,"{""type"":""Polygon"",""coordinates"":[[[34.29126526627691,31.245421419353395],[34.29114254095375,31.23639892921911],[34.30164299676978,31.236293056727998],[34.30176680932527,31.245315544221057],[34.29126526627691,31.245421419353395]]]}"
0_0000000000000000014e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,"{""type"":""Polygon"",""coordinates"":[[[34.29114254095375,31.23639892921911],[34.29101990021696,31.22738085027323],[34.30151935353277,31.22727503116388],[34.30164299676978,31.236293056727998],[34.29114254095375,31.23639892921911]]]}"
0_0000000000000000014f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,"{""type"":""Polygon"",""coordinates"":[[[34.29101990021696,31.22738085027323],[34.290897259311556,31.218358287972357],[34.30139571012422,31.218252522465043],[34.30151935353277,31.22727503116388],[34.29101990021696,31.22738085027323]]]}"
0_00000000000000000150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,"{""type"":""Polygon"",""coordinates"":[[[34.306509776939876,31.588084458699775],[34.317044178322384,31.58797627965411],[34.3171711892237,31.596998238450553],[34.30663570124263,31.597106426533394],[34.306509776939876,31.588084458699775]]]}"
0_00000000000000000151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,"{""type"":""Polygon"",""coordinates"":[[[34.306509776939876,31.588084458699775],[34.306383937199755,31.579066937621874],[34.31691733670104,31.578958817957208],[34.317044178322384,31.58797627965411],[34.306509776939876,31.588084458699775]]]}"
0_00000000000000000152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,"{""type"":""Polygon"",""coordinates"":[[[34.306383937199755,31.579066937621874],[34.30625809728188,31.570044917728147],[34.31679049489893,31.569936857665244],[34.31691733670104,31.578958817957208],[34.306383937199755,31.579066937621874]]]}"
0_00000000000000000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,"{""type"":""Polygon"",""coordinates"":[[[34.30625809728188,31.570044917728147],[34.30613242666798,31.56102739760107],[34.31666382237777,31.560919319918774],[34.31679049489893,31.569936857665244],[34.30625809728188,31.570044917728147]]]}"
0_00000000000000000154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,"{""type"":""Polygon"",""coordinates"":[[[34.30613242666798,31.56102739760107],[34.30600667113582,31.552005405247748],[34.31653706494537,31.551897386860514],[34.31666382237777,31.560919319918774],[34.30613242666798,31.56102739760107]]]}"
0_00000000000000000155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,"{""type"":""Polygon"",""coordinates"":[[[34.30600667113582,31.552005405247748],[34.30588108490836,31.542983312215668],[34.31641039206355,31.542875378753923],[34.31653706494537,31.551897386860514],[34.30600667113582,31.552005405247748]]]}"
0_00000000000000000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,"{""type"":""Polygon"",""coordinates"":[[[34.30588108490836,31.542983312215668],[34.305755498503856,31.53396577369291],[34.316283888463886,31.533857796362078],[34.31641039206355,31.542875378753923],[34.30588108490836,31.542983312215668]]]}"
0_00000000000000000157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,"{""type"":""Polygon"",""coordinates"":[[[34.305755498503856,31.53396577369291],[34.305629996663676,31.52494363585615],[34.31615729995311,31.524835743141768],[34.316283888463886,31.533857796362078],[34.305755498503856,31.53396577369291]]]}"
0_00000000000000000158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,"{""type"":""Polygon"",""coordinates"":[[[34.305629996663676,31.52494363585615],[34.30550457938816,31.515926028862214],[34.3160308807252,31.515818194461023],[34.31615729995311,31.524835743141768],[34.305629996663676,31.52494363585615]]]}"
0_00000000000000000159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,"{""type"":""Polygon"",""coordinates"":[[[34.30550457938816,31.515926028862214],[34.30537907719451,31.506903951605732],[34.315904461317764,31.50679614997692],[34.3160308807252,31.515818194461023],[34.30550457938816,31.515926028862214]]]}"
0_0000000000000000015a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,"{""type"":""Polygon"",""coordinates"":[[[34.30537907719451,31.506903951605732],[34.305253829049164,31.49788627904945],[34.31577812646247,31.497778561199997],[34.315904461317764,31.50679614997692],[34.30537907719451,31.506903951605732]]]}"
0_0000000000000000015b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,"{""type"":""Polygon"",""coordinates"":[[[34.305253829049164,31.49788627904945],[34.30512849598594,31.488864213765837],[34.31565179142789,31.488756477412114],[34.31577812646247,31.497778561199997],[34.305253829049164,31.49788627904945]]]}"
0_0000000000000000015c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,"{""type"":""Polygon"",""coordinates"":[[[34.30512849598594,31.488864213765837],[34.30500324748834,31.479846530062417],[34.315525540945934,31.479738851425655],[34.31565179142789,31.488756477412114],[34.30512849598594,31.488864213765837]]]}"
0_0000000000000000015d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,"{""type"":""Polygon"",""coordinates"":[[[34.30500324748834,31.479846530062417],[34.30487808355672,31.47082440293046],[34.31539937501698,31.47071670547037],[34.315525540945934,31.479738851425655],[34.30500324748834,31.479846530062417]]]}"
0_0000000000000000015e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,"{""type"":""Polygon"",""coordinates"":[[[34.30487808355672,31.47082440293046],[34.304752919449285,31.46180223316936],[34.315273208909225,31.461694593486893],[34.31539937501698,31.47071670547037],[34.30487808355672,31.47082440293046]]]}"
0_0000000000000000015f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,"{""type"":""Polygon"",""coordinates"":[[[34.304752919449285,31.46180223316936],[34.30462792465061,31.45278449913903],[34.31514712735494,31.452676942454158],[34.315273208909225,31.461694593486893],[34.304752919449285,31.46180223316936]]]}"
0_00000000000000000160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,"{""type"":""Polygon"",""coordinates"":[[[34.30462792465061,31.45278449913903],[34.30450284493416,31.44376229761447],[34.315021130354495,31.443654772668406],[34.31514712735494,31.452676942454158],[34.30462792465061,31.45278449913903]]]}"
0_00000000000000000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,"{""type"":""Polygon"",""coordinates"":[[[34.30450284493416,31.44376229761447],[34.3043779345272,31.434744610696573],[34.314895133175725,31.434637091668097],[34.315021130354495,31.443654772668406],[34.30450284493416,31.44376229761447]]]}"
0_00000000000000000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,"{""type"":""Polygon"",""coordinates"":[[[34.3043779345272,31.434744610696573],[34.30425302394512,31.42572235457954],[34.314769220551284,31.425614892720528],[34.314895133175725,31.434637091668097],[34.3043779345272,31.434744610696573]]]}"
0_00000000000000000163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,"{""type"":""Polygon"",""coordinates"":[[[34.30425302394512,31.42572235457954],[34.3041281979307,31.416704640906804],[34.31464339248153,31.41659715891414],[34.314769220551284,31.425614892720528],[34.30425302394512,31.42572235457954]]]}"
0_00000000000000000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,"{""type"":""Polygon"",""coordinates"":[[[34.3041281979307,31.416704640906804],[34.30400337174141,31.40768235882272],[34.31451764896681,31.40757498476215],[34.31464339248153,31.41659715891414],[34.3041281979307,31.416704640906804]]]}"
0_00000000000000000165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.12506103515625,0.0,0.0,0.0,100.04169464111328,400.1669158935547,0.0,400.16697692871094,0.0,0.0,0.0,0.0,0.0,400.16709899902344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0833740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,"{""type"":""Polygon"",""coordinates"":[[[34.30400337174141,31.40768235882272],[34.30387863012026,31.39866009021833],[34.31439182054148,31.398552721807267],[34.31451764896681,31.40757498476215],[34.30400337174141,31.40768235882272]]]}"
0_00000000000000000166,0.0,0.0,0.0,0.0,0.0,0.0,97.68817470774931,0.0,300.12615966796875,0.0,0.0,600.2520065307617,500.20823669433594,2601.0923919677734,0.0,0.0,0.0,0.0,1400.583511352539,0.0,0.0,0.0,0.0,600.2523956298828,0.0,0.0,0.0,0.0,1000.4204788208008,0.0,400.1670455932617,0.0,0.0,0.0,800.3341903686523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.8351821899414,400.1666717529297,0.0,800.3336334228516,0.0,0.0,0.0,0.0,0.0,0.0,359,"{""type"":""Polygon"",""coordinates"":[[[34.30387863012026,31.39866009021833],[34.30375397306761,31.389642290415193],[34.31426616140457,31.389534978201134],[34.31439182054148,31.398552721807267],[34.30387863012026,31.39866009021833]]]}"
0_00000000000000000167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.122283935547,0.0,0.0,0.0,0.0,1600.665283203125,0.0,7903.2939529418945,5902.462554931641,0.0,0.0,0.0,0.0,0.0,3101.2916412353516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.6668395996094,0.0,6002.493278503418,0.0,0.0,0.0,0.0,0.0,0.0,360,"{""type"":""Polygon"",""coordinates"":[[[34.30375397306761,31.389642290415193],[34.30362931584056,31.380620000192433],[34.31414058682355,31.380512718686575],[34.31426616140457,31.389534978201134],[34.30375397306761,31.389642290415193]]]}"
0_00000000000000000168,0.0,0.0,0.0,0.0,0.0,0.0,900.374755859375,0.0,0.0,295.418433155733,1600.6688232421875,1191.089307717716,993.3582939596738,0.0,0.0,500.20836639404297,14906.221488952637,0.0,3201.3364868164062,0.0,1299.3626225191006,8203.422538757324,19403.759092323453,16503.727089616368,5201.774703111836,0.0,4001.665237426758,0.0,1400.5824737548828,0.0,16006.669807434082,300.1253128051758,0.0,600.2492370605469,2100.8773880004883,0.0,0.0,0.0,500.20829010009766,0.0,0.0,0.0,0.0,0.0,800.3345642089844,0.0,0.0,900.3765029907227,1100.0652762319528,3101.289794921875,699.8990317251169,0.0,0.0,0.0,0.0,2501.042221069336,0.0,361,"{""type"":""Polygon"",""coordinates"":[[[34.30362931584056,31.380620000192433],[34.30350482792585,31.371602231974844],[34.314015012065404,31.371494955257976],[34.31414058682355,31.380512718686575],[34.30362931584056,31.380620000192433]]]}"
