"","system.index","X2023.10.12","X2023.10.17","X2023.10.25","X2023.10.29","X2023.11.05","X2023.11.10","X2023.11.17","X2023.11.18","X2023.11.22","X2023.11.29","X2023.12.04","X2023.12.11","X2023.12.16","X2023.12.23","X2023.12.24","X2023.12.28","X2024.01.04","X2024.01.05","X2024.01.09","X2024.01.16","X2024.01.17","X2024.01.21","X2024.01.28","X2024.01.29","X2024.02.02","X2024.02.09","X2024.02.10","X2024.02.14","X2024.02.21","X2024.02.22","X2024.02.26","X2024.03.04","X2024.03.05","X2024.03.09","X2024.03.16","X2024.03.17","X2024.03.21","X2024.03.28","X2024.03.29","X2024.04.02","X2024.04.09","X2024.04.21","X2024.05.04","X2024.05.08","X2024.05.16","X2024.05.20","X2024.05.27","X2024.06.01","X2024.07.03","X2024.07.27","id",".geo","X2024.08.03","X2024.08.10","X2024.08.17","X2024.08.24","X2024.08.31","X2024.09.07","X2024.09.14","X2024.09.21","X2024.09.28","X2024.10.05"
"283","1_gaza_dpm_20231012T154103_asc_0000000000000000011a",2401.02555084229,1300.55578613281,3201.37645721436,0,1600.69100952148,3401.84854691449,1500.64963531494,10704.6022567749,6503.17895310346,700.299247741699,4802.06032562256,900.384773254395,5402.32009887695,1200.51460266113,4702.01737213135,1000.42752838135,11404.8997497559,27721.7390088848,32814.115020752,4702.01625061035,2601.12120056152,1500.64602661133,6402.74865722656,5302.27448272705,7803.35262298584,5102.20011901855,5502.36232757568,1700.73376464844,0,1700.73500823975,0,0,1100.47528076172,900.385627746582,1600.6848449707,0,2401.03162384033,1000.42924499512,1000.43161010742,0,0,2300.98780822754,0,0,0,1400.60055541992,0,0,0,0,283,"{""type"":""Polygon"",""coordinates"":[[[34.28186179687227,31.326711130316276],[34.281739567199395,31.31768867696057],[34.29224909688079,31.317583336563132],[34.292372329205065,31.326605735154434],[34.28186179687227,31.326711130316276]]]}",0,5802.49607086182,0,0,9904.25673675537,1000.42777252197,3101.33458709717,5202.23402404785,0,0
"284","1_gaza_dpm_20231012T154103_asc_0000000000000000011b",0,0,0,0,0,0,200.085678100586,0,0,0,1100.47135162354,2300.98627471924,0,0,0,0,1100.47273254395,4802.06922912598,600.258590698242,0,0,0,0,600.258018493652,1600.68621063232,700.301788330078,0,1300.55777740479,0,0,0,200.086051940918,0,0,1300.55767059326,900.38606262207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,"{""type"":""Polygon"",""coordinates"":[[[34.281739567199395,31.31768867696057],[34.281617422123325,31.30867070284492],[34.29212594914042,31.308565339836566],[34.29224909688079,31.317583336563132],[34.281739567199395,31.31768867696057]]]}",0,0,0,0,0,200.086311340332,4601.98267364502,800.344779968262,0,0
"285","1_gaza_dpm_20231012T154103_asc_0000000000000000011c",0,0,0,0,0,3201.37313842773,0,0,2801.20167541504,0,2000.86148071289,1306.44794329475,1900.821144104,1500.64640045166,0,0,0,0,1308.40451887542,0,0,6402.7532043457,0,0,8203.52498626709,0,0,1700.7308883667,0,0,1600.68756103516,1600.69293212891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,"{""type"":""Polygon"",""coordinates"":[[[34.281617422123325,31.30867070284492],[34.28149527688011,31.299648241508105],[34.29200280123001,31.299542932962073],[34.29212594914042,31.308565339836566],[34.281617422123325,31.30867070284492]]]}",0,1300.55989837646,0,0,0,0,0,0,0,0
"286","1_gaza_dpm_20231012T154103_asc_0000000000000000011d",0,500.214950561523,1600.69180297852,2701.16831207275,0,2901.24727630615,200.086303710938,3105.26390494552,12405.3471069336,0,8003.4387588501,3101.32977294922,3101.32905578613,11504.933265686,9003.87910461426,5302.27674102783,5002.14444732666,14912.3079744227,13905.9812393188,0,2701.1551361084,9003.86423492432,1506.5283647425,1000.42871856689,18708.0360565186,4501.92422485352,6602.82426452637,5102.19610595703,0,0,7.84653547698376,2000.85652160645,0,1900.81932067871,1400.59818267822,0,2100.90618896484,9.8081693462297,0,0,1800.77904510498,0,0,0,0,0,0,0,0,0,286,"{""type"":""Polygon"",""coordinates"":[[[34.28149527688011,31.299648241508105],[34.28137321623416,31.290630184618966],[34.29187973790399,31.290525006893592],[34.29200280123001,31.299542932962073],[34.28149527688011,31.299648241508105]]]}",0,0,0,0,4201.80075836182,0,19.6163386924594,8611.54381636077,0,0
"287","1_gaza_dpm_20231012T154103_asc_0000000000000000011e",0,0,1700.72779846191,0,0,0,0,1100.47110748291,2401.02916717529,0,900.38892364502,0,5402.31860351562,1600.68874359131,7903.38005828857,10404.4697647095,1100.47504425049,2601.12065124512,3401.46504974365,0,0,0,1500.64111328125,0,2701.15785980225,0,1200.51358795166,900.386825561523,0,0,200.08568572998,0,0,0,0,0,1200.51419067383,0,0,800.342590332031,0,1400.5998840332,0,0,0,0,0,0,0,0,287,"{""type"":""Polygon"",""coordinates"":[[[34.28137321623416,31.290630184618966],[34.28125124018581,31.281607692545915],[34.2917567591627,31.28150249210986],[34.29187973790399,31.290525006893592],[34.28137321623416,31.290630184618966]]]}",0,0,0,0,8403.60860443115,1800.77238464355,0,0,0,0
"288","1_gaza_dpm_20231012T154103_asc_0000000000000000011f",0,0,600.258018493652,0,0,0,0,0,900.387802124023,0,0,0,8003.44026947021,2901.25281524658,1.17697314094095,900.389724731445,2901.2491607666,8703.73866271973,15506.6843185425,1900.82091522217,0,0,0,200.08618927002,13105.6521987915,0,2916.94587094176,4101.765625,0,1500.64818572998,1300.55988311768,0,0,0,0,0,103.966343300015,1400.60629272461,0,3301.4253616333,0,0,0,1200.51856231689,1100.47454833984,0,0,1400.60092926025,0,0,288,"{""type"":""Polygon"",""coordinates"":[[[34.28125124018581,31.281607692545915],[34.281129263970804,31.272589709523377],[34.291633865006496,31.27248446021173],[34.2917567591627,31.28150249210986],[34.28125124018581,31.281607692545915]]]}",0,0,0,0,1400.60367584229,8103.50522613525,1600.69036102295,600.259536743164,0,0
"289","1_gaza_dpm_20231012T154103_asc_00000000000000000120",0,0,0,0,0,0,5602.41783905029,13305.7490310669,11712.8773429721,1104.39809073654,0,9806.18856258018,2000.85549163818,14706.3413772583,5706.37490500656,1008.27893904144,6110.47927168304,8411.07836752499,8609.59737261604,2601.12562561035,0,0,5410.18486860687,1700.73097229004,21232.6797126321,1600.68681335449,1500.64711761475,9704.18181610107,0,0,2501.07711029053,8717.48937928443,0,0,300.129913330078,0,0,1304.48624839035,0,0,300.129356384277,0,0,2801.20787811279,10004.3241729736,4001.71965026855,2901.2529220581,0,0,0,289,"{""type"":""Polygon"",""coordinates"":[[[34.281129263970804,31.272589709523377],[34.28100737235386,31.263567138373787],[34.2915108859262,31.263461968568556],[34.291633865006496,31.27248446021173],[34.281129263970804,31.272589709523377]]]}",0,8503.65507507324,0,0,8803.78084564209,4401.90139770508,7603.2685623169,4709.87324598724,0,0
"290","1_gaza_dpm_20231012T154103_asc_00000000000000000121",1424.14591441435,1606.57783373664,19108.2596359253,1600.69256591797,0,1600.69293212891,7110.91143873626,14021.7349487006,7403.18607330322,1204.44035758224,1500.645652771,1700.73371124268,12805.526802063,1304.48219718185,9615.9219714894,3701.59842681885,0,27811.9858016968,13113.4944389194,800.345733642578,0,1300.56125640869,6002.58531188965,4101.76490783691,25118.672959122,500.215957641602,1900.8186416626,1500.64691925049,0,2701.16674041748,2501.07769012451,600.258529663086,1200.5150680542,0,3701.59619903564,800.344741821289,0,1300.56081390381,1604.6161998674,0,900.389602661133,600.259170532227,0,5902.54119873047,6602.84832000732,3403.42856044395,3501.50918579102,900.388786315918,900.386924743652,0,290,"{""type"":""Polygon"",""coordinates"":[[[34.28100737235386,31.263567138373787],[34.280885480570504,31.254544618311705],[34.29138807618611,31.254439476585354],[34.2915108859262,31.263461968568556],[34.28100737235386,31.263567138373787]]]}",0,11605.0050964355,0,0,3501.51473236084,2410.84517190971,2501.07908630371,800.345375061035,0,0
"291","1_gaza_dpm_20231012T154103_asc_00000000000000000122",0,0,0,0,0,0,0,0,1200.51942443848,0,0,0,0,0,0,4101.77257537842,1.96163386924594,4005.65251578537,5502.36841583252,0,0,0,0,4802.07161712646,0,0,2100.90783691406,3607.43687304328,0,0,0,0,0,2701.16717529297,0,800.346244812012,0,0,3.92326773849188,0,0,0,1408.45285871917,700.30249786377,0,0,0,0,0,0,291,"{""type"":""Polygon"",""coordinates"":[[[34.280885480570504,31.254544618311705],[34.28076375815065,31.24552648224803],[34.29126526627691,31.245421419353395],[34.29138807618611,31.254439476585354],[34.280885480570504,31.254544618311705]]]}",0,0,0,0,0,0,1602.65264339073,2100.90933990479,0,0
"292","1_gaza_dpm_20231012T154103_asc_00000000000000000123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,"{""type"":""Polygon"",""coordinates"":[[[34.28076375815065,31.24552648224803],[34.280642035564824,31.236503938703557],[34.29114254095375,31.23639892921911],[34.29126526627691,31.245421419353395],[34.28076375815065,31.24552648224803]]]}",0,0,0,0,0,0,0,0,0,0
"293","1_gaza_dpm_20231012T154103_asc_00000000000000000124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,"{""type"":""Polygon"",""coordinates"":[[[34.280642035564824,31.236503938703557],[34.28052039757824,31.227485806858578],[34.29101990021696,31.22738085027323],[34.29114254095375,31.23639892921911],[34.280642035564824,31.236503938703557]]]}",0,0,0,0,0,0,0,0,0,0
"294","1_gaza_dpm_20231012T154103_asc_00000000000000000125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,"{""type"":""Polygon"",""coordinates"":[[[34.28052039757824,31.227485806858578],[34.2803986746606,31.218463217049717],[34.290897259311556,31.218358287972357],[34.29101990021696,31.22738085027323],[34.28052039757824,31.227485806858578]]]}",0,0,0,0,0,0,0,0,0,0
"295","1_gaza_dpm_20231012T154103_asc_00000000000000000126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,"{""type"":""Polygon"",""coordinates"":[[[34.29597006168904,31.588191822251446],[34.306509776939876,31.588084458699775],[34.30663570124263,31.597106426533394],[34.29609498387956,31.597213849872503],[34.29597006168904,31.588191822251446]]]}",0,0,0,0,0,0,0,0,0,0
"296","1_gaza_dpm_20231012T154103_asc_00000000000000000127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,"{""type"":""Polygon"",""coordinates"":[[[34.29597006168904,31.588191822251446],[34.29584522407415,31.579174241901715],[34.306383937199755,31.579066937621874],[34.306509776939876,31.588084458699775],[34.29597006168904,31.588191822251446]]]}",0,0,0,0,0,0,0,0,0,0
"297","1_gaza_dpm_20231012T154103_asc_00000000000000000128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,"{""type"":""Polygon"",""coordinates"":[[[34.29584522407415,31.579174241901715],[34.295720471035224,31.5701522134306],[34.30625809728188,31.570044917728147],[34.306383937199755,31.579066937621874],[34.29584522407415,31.579174241901715]]]}",0,0,0,0,0,0,0,0,0,0
"298","1_gaza_dpm_20231012T154103_asc_00000000000000000129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,"{""type"":""Polygon"",""coordinates"":[[[34.295720471035224,31.5701522134306],[34.295595717821755,31.56113466012925],[34.30613242666798,31.56102739760107],[34.30625809728188,31.570044917728147],[34.295720471035224,31.5701522134306]]]}",0,0,0,0,0,0,0,0,0,0
"299","1_gaza_dpm_20231012T154103_asc_0000000000000000012a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,"{""type"":""Polygon"",""coordinates"":[[[34.295595717821755,31.56113466012925],[34.29547104918475,31.55211258281449],[34.30600667113582,31.552005405247748],[34.30613242666798,31.56102739760107],[34.295595717821755,31.56113466012925]]]}",0,0,0,0,0,0,0,0,0,0
"300","1_gaza_dpm_20231012T154103_asc_0000000000000000012b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,"{""type"":""Polygon"",""coordinates"":[[[34.29547104918475,31.55211258281449],[34.295346380373424,31.543090456526823],[34.30588108490836,31.542983312215668],[34.30600667113582,31.552005405247748],[34.29547104918475,31.55211258281449]]]}",0,0,0,0,0,0,0,0,0,0
"301","1_gaza_dpm_20231012T154103_asc_0000000000000000012c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,"{""type"":""Polygon"",""coordinates"":[[[34.295346380373424,31.543090456526823],[34.295221880890274,31.53407283372103],[34.305755498503856,31.53396577369291],[34.30588108490836,31.542983312215668],[34.295346380373424,31.543090456526823]]]}",0,0,0,0,0,0,0,0,0,0
"302","1_gaza_dpm_20231012T154103_asc_0000000000000000012d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,"{""type"":""Polygon"",""coordinates"":[[[34.295221880890274,31.53407283372103],[34.29509738123329,31.525050713879427],[34.305629996663676,31.52494363585615],[34.305755498503856,31.53396577369291],[34.295221880890274,31.53407283372103]]]}",0,0,0,0,0,0,0,0,0,0
"303","1_gaza_dpm_20231012T154103_asc_0000000000000000012e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,"{""type"":""Polygon"",""coordinates"":[[[34.29509738123329,31.525050713879427],[34.29497296615395,31.51603312541391],[34.30550457938816,31.515926028862214],[34.305629996663676,31.52494363585615],[34.29509738123329,31.525050713879427]]]}",0,0,0,0,0,0,0,0,0,0
"304","1_gaza_dpm_20231012T154103_asc_0000000000000000012f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,"{""type"":""Polygon"",""coordinates"":[[[34.29497296615395,31.51603312541391],[34.29484855090103,31.507010963976732],[34.30537907719451,31.506903951605732],[34.30550457938816,31.515926028862214],[34.29497296615395,31.51603312541391]]]}",0,0,0,0,0,0,0,0,0,0
"305","1_gaza_dpm_20231012T154103_asc_00000000000000000130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,"{""type"":""Polygon"",""coordinates"":[[[34.29484855090103,31.507010963976732],[34.294724220226215,31.49799325927871],[34.305253829049164,31.49788627904945],[34.30537907719451,31.506903951605732],[34.29484855090103,31.507010963976732]]]}",0,0,0,0,0,0,0,0,0,0
"306","1_gaza_dpm_20231012T154103_asc_00000000000000000131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,"{""type"":""Polygon"",""coordinates"":[[[34.294724220226215,31.49799325927871],[34.29459988937805,31.488971135877406],[34.30512849598594,31.488864213765837],[34.305253829049164,31.49788627904945],[34.294724220226215,31.49799325927871]]]}",0,0,0,0,0,0,0,0,0,0
"307","1_gaza_dpm_20231012T154103_asc_00000000000000000132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,"{""type"":""Polygon"",""coordinates"":[[[34.29459988937805,31.488971135877406],[34.29447572786042,31.479953445579007],[34.30500324748834,31.479846530062417],[34.30512849598594,31.488864213765837],[34.29459988937805,31.488971135877406]]]}",0,0,0,0,0,0,0,0,0,0
"308","1_gaza_dpm_20231012T154103_asc_00000000000000000133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,"{""type"":""Polygon"",""coordinates"":[[[34.29447572786042,31.479953445579007],[34.29435148141786,31.47093120961909],[34.30487808355672,31.47082440293046],[34.30500324748834,31.479846530062417],[34.29447572786042,31.479953445579007]]]}",0,0,0,0,0,0,0,0,0,0
"309","1_gaza_dpm_20231012T154103_asc_00000000000000000134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,"{""type"":""Polygon"",""coordinates"":[[[34.29435148141786,31.47093120961909],[34.29422740430655,31.46190903321619],[34.304752919449285,31.46180223316936],[34.30487808355672,31.47082440293046],[34.29435148141786,31.47093120961909]]]}",0,0,0,0,0,0,0,0,0,0
"310","1_gaza_dpm_20231012T154103_asc_00000000000000000135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,"{""type"":""Polygon"",""coordinates"":[[[34.29422740430655,31.46190903321619],[34.29410332702259,31.452891267773936],[34.30462792465061,31.45278449913903],[34.304752919449285,31.46180223316936],[34.29422740430655,31.46190903321619]]]}",0,0,0,0,0,0,0,0,0,0
"311","1_gaza_dpm_20231012T154103_asc_00000000000000000136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,"{""type"":""Polygon"",""coordinates"":[[[34.29410332702259,31.452891267773936],[34.29397933431842,31.44386905992816],[34.30450284493416,31.44376229761447],[34.30462792465061,31.45278449913903],[34.29410332702259,31.452891267773936]]]}",0,0,0,0,0,0,0,0,0,0
"312","1_gaza_dpm_20231012T154103_asc_00000000000000000137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,"{""type"":""Polygon"",""coordinates"":[[[34.29397933431842,31.44386905992816],[34.29385542619438,31.434851316176715],[34.3043779345272,31.434744610696573],[34.30450284493416,31.44376229761447],[34.29397933431842,31.44386905992816]]]}",0,0,0,0,0,0,0,0,0,0
"313","1_gaza_dpm_20231012T154103_asc_00000000000000000138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,"{""type"":""Polygon"",""coordinates"":[[[34.29385542619438,31.434851316176715],[34.29373151789819,31.4258290029993],[34.30425302394512,31.42572235457954],[34.3043779345272,31.434744610696573],[34.29385542619438,31.434851316176715]]]}",0,0,0,0,0,0,0,0,0,0
"314","1_gaza_dpm_20231012T154103_asc_00000000000000000139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,"{""type"":""Polygon"",""coordinates"":[[[34.29373151789819,31.4258290029993],[34.29360769418258,31.416811232788866],[34.3041281979307,31.416704640906804],[34.30425302394512,31.42572235457954],[34.29373151789819,31.4258290029993]]]}",0,0,0,0,0,0,0,0,0,0
"315","1_gaza_dpm_20231012T154103_asc_0000000000000000013a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,"{""type"":""Polygon"",""coordinates"":[[[34.29360769418258,31.416811232788866],[34.29348387029506,31.40778897073872],[34.30400337174141,31.40768235882272],[34.3041281979307,31.416704640906804],[34.29360769418258,31.416811232788866]]]}",0,0,0,0,0,0,0,0,0,0
"316","1_gaza_dpm_20231012T154103_asc_0000000000000000013b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,"{""type"":""Polygon"",""coordinates"":[[[34.29348387029506,31.40778897073872],[34.29336013098862,31.398766645529925],[34.30387863012026,31.39866009021833],[34.30400337174141,31.40768235882272],[34.29348387029506,31.40778897073872]]]}",0,0,0,0,0,0,0,0,0,0
"317","1_gaza_dpm_20231012T154103_asc_0000000000000000013c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3001.26943969727,700.294868469238,3113.07659777473,4101.73304748535,2701.14091491699,0,400.168899536133,0,500.211448669434,900.381126403809,0,300.126960754395,3601.51901245117,0,0,1000.4234085083,0,700.296012878418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,"{""type"":""Polygon"",""coordinates"":[[[34.29336013098862,31.398766645529925],[34.293236476263615,31.38974886644835],[34.30375397306761,31.389642290415193],[34.30387863012026,31.39866009021833],[34.29336013098862,31.398766645529925]]]}",0,0,0,0,5202.20012664795,500.21134185791,2200.93127441406,500.212074279785,0,0
"318","1_gaza_dpm_20231012T154103_asc_0000000000000000013d",0,0,0,0,0,0,0,0,0,0,0,800.338310241699,0,2000.85405731201,0,0,3701.57870483398,0,3001.26976776123,4.70786384133732,0,2000.85036468506,100.042602539062,0,1500.63774108887,500.212791442871,1800.760597229,0,0,0,0,0,0,300.128089904785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,"{""type"":""Polygon"",""coordinates"":[[[34.293236476263615,31.38974886644835],[34.29311282136716,31.380726519922682],[34.30362931584056,31.380620000192433],[34.30375397306761,31.389642290415193],[34.293236476263615,31.38974886644835]]]}",0,1000.42707061768,0,0,1200.51177215576,0,600.255485534668,700.297966003418,0,0
"319","1_gaza_dpm_20231012T154103_asc_0000000000000000013e",0,0,200.084327697754,0,0,0,0,0,0,0,0,0,0,1100.46377563477,4604.29327060475,1200.50772857666,2207.99033122343,1200.50605773926,6102.58261871338,1300.5500869751,0,200.084533691406,0,0,0,0,0,1300.55184936523,0,0,0,0,0,0,0,900.381294250488,0,800.338325500488,0,0,0,0,0,0,0,0,0,0,0,0,319,"{""type"":""Polygon"",""coordinates"":[[[34.29311282136716,31.380726519922682],[34.29298933580597,31.371708619111814],[34.30350482792585,31.371602231974844],[34.30362931584056,31.380620000192433],[34.29311282136716,31.380726519922682]]]}",0,0,0,0,0,0,300.126815795898,300.12686920166,0,0
"320","1_gaza_dpm_20231012T154103_asc_0000000000000000013f",0,400.170143127441,0,1500.63890075684,0,200.085296630859,1600.68212890625,0,800.340713500977,0,300.127517700195,3801.61392211914,10339.6637151382,22309.4415054321,1300.55011749268,0,13805.8602523804,7521.99736417883,10304.3509674072,3201.35797119141,4802.02880859375,0,12005.0700836182,4315.93507681454,26411.2060394287,2901.23084259033,0,1300.5492401123,0,0,14406.1101379395,7.06179576200597,600.254470825195,13405.6603393555,0,0,1607.73846202177,1500.6336517334,0,0,0,0,400.169784545898,0,1000.42346954346,0,0,0,0,0,320,"{""type"":""Polygon"",""coordinates"":[[[34.29298933580597,31.371708619111814],[34.29286576532032,31.36268633098397],[34.303380255093735,31.362579923033426],[34.30350482792585,31.371602231974844],[34.29298933580597,31.371708619111814]]]}",0,3801.60761260986,0,0,16907.1460418701,10413.8034153658,4601.94141387939,2801.18084716797,0,0
"321","1_gaza_dpm_20231012T154103_asc_00000000000000000140",11404.8317184448,18007.6367492676,10704.5418167114,8003.39310455322,19512.9829874375,7103.0175857544,28712.1446609497,3001.27890777588,16120.9676238116,10413.8413487154,4201.78496551514,25510.8464508057,8203.47091674805,22316.5199790506,34523.9885197359,9313.37201125201,49649.2847501867,96440.835029602,25422.5725541956,10404.428237915,4301.82418823242,4208.8443046121,149363.410469055,13105.5625686646,39516.7620849609,0,3301.40625,4501.91661834717,3201.36081695557,0,8703.69878387451,0,1300.54958343506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,"{""type"":""Polygon"",""coordinates"":[[[34.29286576532032,31.36268633098397],[34.29274236417065,31.353668413845885],[34.303255851574676,31.35356206137827],[34.303380255093735,31.362579923033426],[34.29286576532032,31.36268633098397]]]}",0,0,0,0,0,0,0,500.211044311523,0,0
"322","1_gaza_dpm_20231012T154103_asc_00000000000000000141",1600.68249511719,10204.2981109619,0,26022.8498921114,5500.76939419017,3727.47129983341,36529.6121092852,24310.3210449219,35817.1856617647,7.06179576200597,15006.3653869629,15241.7251317641,56230.8596854715,51124.0173095703,13817.6172166712,6207.32866767434,134678.148598346,101347.701783214,49819.5449679206,11404.046718732,6902.9169921875,13405.683555603,90338.3473434448,25110.6448059082,87034.5990719066,5402.29501342773,9403.99078369141,19208.1620941162,1600.68133544922,4501.92029571533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,"{""type"":""Polygon"",""coordinates"":[[[34.29274236417065,31.353668413845885],[34.292618962850234,31.344646007682023],[34.30313144788193,31.344539710917818],[34.303255851574676,31.35356206137827],[34.29274236417065,31.353668413845885]]]}",0,0,0,0,0,0,0,0,0,0
"323","1_gaza_dpm_20231012T154103_asc_00000000000000000142",100.04264831543,1700.71839141846,6202.6310043335,6102.58550262451,1600.67861938477,0,12805.4253921509,3801.60646820068,34314.5096130371,20108.5387496948,10504.4352645874,20607.5852186315,82391.3671917186,93552.1107591517,38521.0526438096,13419.8050108966,49956.4196660659,71367.9155505012,90937.3399870031,84235.7015991211,9804.16490936279,31513.4133529663,32513.0772210514,11905.0657730103,41917.8143005371,3001.27458190918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,"{""type"":""Polygon"",""coordinates"":[[[34.292618962850234,31.344646007682023],[34.292495561359075,31.33562364593777],[34.303007044015516,31.335517404729202],[34.30313144788193,31.344539710917818],[34.292618962850234,31.344646007682023]]]}",0,0,0,0,0,0,0,0,0,0
